LIMIT_BAL,EDUCATION,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,MALE,FEMALE,MARRIED,SINGLE,OTHERS,default.payment.next.month
0.1515151515151515,1,27,0,0,0,0,0,0,0.15707053679747915,0.0662204329852293,0.08880266483213303,0.16266416474972353,0.10941443027054899,0.2640526502247425,0.0,0.002658142245343501,0.0029931699477701887,0.04671658615136876,0.009378025878662412,0.010325990322812513,1,0,0,1,0,0
0.09090909090909091,2,27,3,2,0,0,0,0,0.23897986976270053,0.16218914537993445,0.14212730865461004,0.17619486315757743,0.08171402224084165,0.26208687379300327,0.0,0.00260292508456241,0.0003805633677067988,0.0017310789049919484,0.0033807783292577995,0.002640608626240386,0,1,0,1,0,1
0.09090909090909091,1,26,1,0,0,0,0,0,0.1465191741196063,0.0662204329852293,0.08634460206231301,0.16013775614976083,0.08064808801146252,0.26097872304454045,0.0,0.0,0.0,0.0,0.0,0.00028373301857883806,0,1,0,1,0,0
0.35353535353535354,1,27,0,0,0,0,0,0,0.1465191741196063,0.0662204329852293,0.08634460206231301,0.16013775614976083,0.08064808801146252,0.2612092675830556,0.0,0.0,0.0,0.0,0.0007033519408996809,0.0,0,1,0,1,0,0
0.09090909090909091,3,39,0,0,0,0,0,0,0.22302009307215082,0.14643810239648936,0.13140890316155077,0.1846209350914575,0.10848235754904538,0.28296575568273075,0.005723757715625401,0.0029686645581231868,0.0014508280880317843,0.008051529790660225,0.014067038817993618,0.00945776728596127,0,1,0,1,0,0
0.2222222222222222,2,28,0,0,0,0,0,0,0.14869068066199978,0.06735642132355453,0.08884603918076286,0.164203371182363,0.0849276899965791,0.2642954904719785,0.001370267597120721,0.002710984474478094,0.004816749252265524,0.006950080515297907,0.010118889923076742,0.008163944721241767,0,1,0,1,0,0
0.1515151515151515,1,30,1,2,2,2,2,0,0.28037565116437524,0.21168388206220318,0.17161143391753272,0.3062888922800414,0.22403061958046816,0.3748669565892319,0.006868509258750481,0.0036128647672359184,0.013988214811838756,0.0,0.014067038817993618,0.011349320743153523,0,1,0,1,0,0
0.05050505050505051,2,38,0,0,0,0,0,0,0.19529400729675753,0.11094155116977378,0.11290013522914008,0.20560180710747883,0.1095463086449745,0.2821381007894614,0.001986143927322014,0.0011749974321051573,0.0016104191777152805,0.0015909822866344606,0.0022835493014542975,0.0037849984678416998,0,1,1,0,0,0
0.0404040404040404,1,30,4,3,2,2,2,2,0.17976428446912682,0.1010545616053024,0.10677721452129268,0.19566761430538837,0.11890669852901077,0.2900496208695064,0.0,0.0008312260762744923,0.0015624302486496138,0.0025780998389694043,0.0,0.004728883642980635,1,0,0,1,0,0
0.020202020202020204,2,38,0,0,0,0,0,0,0.1490012751185524,0.0662204329852293,0.08634460206231301,0.20583730380769905,0.12953232755415195,0.2615097439649204,0.0,0.0,0.05414267220213383,0.0015877616747181965,0.0016200539705389315,0.008786265808658019,0,1,1,0,0,0
0.0101010101010101,2,40,0,0,0,0,0,0,0.15921992122758255,0.08195534246679345,0.09553008120885956,0.1770275794895562,0.0987610373771077,0.2752755583596603,0.0034342546293752406,0.0010687192409243472,0.002232043212356591,0.001610305958132045,0.002344506469665603,0.0018915534571922537,1,0,1,0,0,0
0.1919191919191919,4,44,0,0,0,0,0,0,0.1465191741196063,0.06802738519589867,0.08634460206231301,0.16013775614976083,0.08064808801146252,0.26267399388442186,0.0021796069381101527,0.0,0.0,0.0,0.00517198127208232,0.001297605671633886,0,1,1,0,0,0
0.3838383838383838,1,29,0,0,0,0,0,0,0.32010873460632816,0.2524788651125359,0.17275728538070323,0.27666717533953916,0.19548440513433252,0.34715857698689045,0.010988470062457645,0.005969390693474103,0.00473416365340833,0.006998389694041868,0.011722532348328015,0.00945776728596127,0,1,0,1,0,0
0.20202020202020202,1,39,1,0,0,0,0,0,0.1465191741196063,0.0662204329852293,0.08634460206231301,0.16013775614976083,0.08064808801146252,0.26097872304454045,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
0.3838383838383838,1,36,1,0,0,0,0,0,0.1465191741196063,0.06645769036583189,0.08638797641094284,0.16021217310703043,0.08093564236171363,0.2610601821148158,0.00028618788578127003,4.6904900018346346e-05,0.0,0.00046698872785829305,0.0002485176857845539,0.00012484252817468875,1,0,1,0,0,1
0.35353535353535354,1,29,0,0,0,0,0,0,0.14686427907133143,0.06659055449896935,0.08655872859352359,0.1605051310021044,0.08103479903421401,0.2615089754831253,0.0004464531018187813,0.00023155583553360857,0.0004352484264095353,0.0006280193236714975,0.001617709464069266,0.00798992180318008,1,0,0,1,0,0
0.11111111111111112,2,30,0,0,0,0,0,0,0.16139585219243407,0.08289583072350214,0.09623450259230362,0.1772790899653914,0.08960391867169723,0.2701628489771892,0.001554572595563859,0.0006685432584893417,0.000709789741529396,0.0010466988727858293,0.009378025878662412,0.0034047962229460564,0,1,0,1,0,0
0.1717171717171717,2,36,0,0,0,0,0,0,0.2655325987022284,0.19587020313027897,0.1596730562389608,0.28251031946540367,0.21256909980614874,0.36382848408512625,0.007555360184625529,0.003918637216722606,0.006696129637069773,0.00966183574879227,0.014067038817993618,0.00945776728596127,1,0,0,1,0,0
0.020202020202020204,2,24,1,2,2,2,2,2,0.16881206911655788,0.08946216598905958,0.10142899262251742,0.18644367955116214,0.10760779569759199,0.2829603763101654,0.0,0.002018691899523767,0.0013392259274139548,0.0,0.005861266174164007,0.0018915534571922537,0,1,0,1,0,1
0.0404040404040404,2,52,0,0,0,0,0,0,0.19135715619361626,0.1141701496050139,0.10733998296870512,0.17751081871840813,0.10054387434866462,0.2765758295568857,0.002110921845522648,0.0007671029218190315,0.0008972813713673496,0.009206119162640901,0.0019295288245347912,0.0024571279408927373,0,1,0,0,1,0
0.20202020202020202,1,49,0,0,0,0,0,0,0.14677667550666273,0.06649660057625072,0.08650437339713937,0.1604118743088172,0.08093663392843864,0.26120235124690017,0.0003331226990493983,0.00034555255456553895,0.000324762287397884,0.00046859903381642513,0.0006822513826726904,0.0005504420560429458,1,0,1,0,0,0
0.020202020202020204,3,28,0,0,0,2,2,0,0.1575182883502302,0.07895546014645423,0.09507272889988924,0.1755298204761555,0.09629501093202315,0.27337202895332013,0.0013737018517500962,0.0016030788613865209,0.0011160216061782955,0.0,0.0014067038817993619,0.002648174840069155,0,1,1,0,0,0
0.36363636363636365,1,36,0,0,0,0,0,0,0.14898623208219516,0.09069590436819308,0.08799557252218543,0.16413743210630133,0.08435357286280187,0.26273854635520616,0.02952772130336832,0.0017853548652552844,0.004804473014597563,0.006017713365539453,0.005368919815534231,0.042104088403642374,0,1,1,0,0,0
0.494949494949495,1,38,0,2,0,0,0,0,0.14705010481456804,0.06650514184195241,0.08661967229856046,0.16042035219002512,0.08124302804646483,0.2613245398523132,0.0,0.0002974601887239433,0.0003348064818534887,0.000966183574879227,0.0007033519408996809,0.0011349320743153522,0,1,1,0,0,0
0.06060606060606061,2,37,1,2,0,0,0,2,0.1528938819971135,0.071274964221587,0.08961360043879467,0.16114474003990256,0.08531935885295562,0.2644476498673985,0.0,0.003535085755813091,0.0,0.007268921095008052,0.0,0.0,0,1,1,0,0,0
0.0303030303030303,2,24,0,0,0,2,2,0,0.1760477696043947,0.09887938593993781,0.10701275370562432,0.19595774624005968,0.11685911324187784,0.2892004484859756,0.0018316024690001283,0.0022561850641736217,0.0014508280880317843,0.0,0.003282309057531844,0.002648174840069155,0,1,0,1,0,1
0.29292929292929293,2,36,1,2,2,2,2,2,0.1951674688144583,0.11954545281994632,0.11745499087766072,0.2142341741507518,0.13861012092156214,0.30520946124046794,0.0028618788578127006,0.0010687192409243472,0.0023436453729744205,0.003059581320450886,0.0,0.006620437100172888,1,0,1,0,0,1
0.2727272727272727,3,52,0,0,0,0,0,0,0.36585372328423105,0.30466030437274844,0.22801510745034048,0.40803382862999327,0.34547870362566374,0.4705483194455865,0.010302763888125722,0.006437252227834318,0.012195884112316414,0.015619967793880838,0.02344506469665603,0.01915197875407157,1,0,1,0,0,1
0.1919191919191919,3,43,0,0,0,0,0,0,0.151698403048958,0.07145148371275532,0.08661473091707098,0.1620575252499562,0.08096142309656373,0.2619208817252724,0.0011722255801600821,0.00029211659251932156,0.0022744520333913662,0.0,0.0028743649318100292,0.002992437569278145,0,1,0,1,0,0
0.09090909090909091,3,59,1,0,0,0,0,0,0.1465191741196063,0.07309140672748048,0.09057332653252828,0.1615978356911263,0.09262522248278393,0.288582589122755,0.00828800117222558,0.0005937329116246374,0.0017387616624257845,0.019450885668276973,0.08421467239038846,0.0,0,1,1,0,0,0
0.1212121212121212,2,29,0,0,0,0,0,0,0.172403815267974,0.09477293519646808,0.10318922251754602,0.18914812365649133,0.1115324167951572,0.2855670665589768,0.0022895030862501602,0.0010645631105429747,0.0014508280880317843,0.001969404186795491,0.004339681475351031,0.0018915534571922537,1,0,0,1,0,0
0.0101010101010101,2,27,0,0,0,0,0,0,0.1479907370291419,0.06779772005147536,0.08715334149942378,0.16166660072759062,0.08225740080614376,0.2622567082697095,0.0019025770646738834,0.0008745685788230907,0.0018113030668273737,0.002613526570048309,0.0038989142590538975,0.0030699912610230276,1,0,0,1,0,0
0.3232323232323232,1,28,0,0,0,0,0,0,0.14751643894164276,0.07858628766223659,0.09453741257186278,0.17683164623497297,0.08400949920922554,0.26097872304454045,0.014916112606919794,0.0014843322790615934,0.0033480648185348866,0.005458937198067633,0.0,0.0,0,1,0,1,0,0
0.10101010101010101,2,24,1,2,0,0,0,0,0.2103936762614692,0.13232033922111247,0.12487200449336289,0.20603135308868054,0.12877873684314903,0.2945552296338876,0.0,0.0018999453171988396,0.0027655015401098163,0.00322061191626409,0.004454562292364646,0.0037831069143845074,0,1,0,1,0,0
0.020202020202020204,1,23,1,0,0,0,0,0,0.15005871208601784,0.0715777046392359,0.08827064275843287,0.16011232250613705,0.09427618107991532,0.2655173765261088,0.006462122460941078,0.002082815053979228,3.013258336681398e-05,0.022175523349436392,0.01385837774219338,0.005720057654549375,0,1,0,1,0,0
0.45454545454545453,1,38,0,0,0,0,0,0,0.16528137999506234,0.08693584940040314,0.09390820999553627,0.1678865395738075,0.09303969737383554,0.2644391965676529,0.024993360441049876,0.008181045789275879,0.00918039373242266,0.020123993558776167,0.010557312632904211,0.01105423840383153,0,1,1,0,0,0
0.23232323232323232,2,35,0,0,0,0,0,0,0.1604561048623518,0.07845437255862155,0.08634460206231301,0.16013775614976083,0.08064808801146252,0.26097872304454045,0.0011504753008407056,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
0.1717171717171717,1,31,0,0,0,0,0,0,0.1465191741196063,0.0662204329852293,0.08634460206231301,0.16013775614976083,0.08064808801146252,0.26097872304454045,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
0.1212121212121212,2,39,0,0,0,0,0,0,0.2630204116305678,0.18946045773591924,0.15701404395523547,0.2816182579649694,0.21140896673789422,0.3620202464213724,0.005723757715625401,0.0036858939153657485,0.0052453015490379895,0.008051529790660225,0.011722532348328015,0.009079456594522818,0,1,1,0,0,0
0.2525252525252525,3,52,1,2,0,0,0,0,0.15534943646131152,0.075113788639737,0.09649529772647036,0.18559212348316576,0.10881056613502166,0.2615935084805809,0.0,0.0059373291162463735,0.012570867371992322,0.002544283413848631,4.689012939331206e-06,0.0020769256959970945,0,1,1,0,0,1
0.0707070707070707,1,26,0,0,0,0,0,0,0.16412041154207935,0.08581789262300371,0.0978755902891971,0.1784857750573199,0.09837928418798123,0.2649133498351991,0.0018041284319651263,0.0008454756661534835,0.0006428284451586982,0.001610305958132045,0.0002391396599058915,0.0005674660371576761,0,1,0,1,0,0
0.20202020202020202,2,36,0,0,0,0,0,0,0.27325675542943,0.20192785857182444,0.16563455848481867,0.29973078017230825,0.22739302234495617,0.36213321324524483,0.007421424254079895,0.003017350656876407,0.006696129637069773,0.009500805152979066,0.0106534373981605,0.008890301248803592,0,1,1,0,0,0
0.0404040404040404,2,32,0,0,0,0,0,2,0.1681121254837,0.09172275431144111,0.10195387714517723,0.1876060912634492,0.11157207946415736,0.2844458516199981,0.009663992527061927,0.0011874658232492747,0.0013392259274139548,0.004025764895330112,0.0,0.0022698641486307044,0,1,1,0,0,0
0.1515151515151515,2,33,0,0,0,0,0,0,0.15361152331980346,0.06854840240370197,0.09162858600172508,0.20965988624567394,0.0879192468059157,0.2626770678116021,0.002808075535285822,0.005866081166851417,0.058671487880005355,0.0024895330112721416,0.005181359297960982,0.0,0,1,1,0,0,0
0.11111111111111112,2,51,0,0,0,0,0,0,0.26891020280667666,0.19344448367099804,0.1582334670983604,0.2773755494138016,0.1586556338342398,0.2676875691153315,0.005723757715625401,0.003562397469747824,0.0033480648185348866,0.004830917874396135,0.004689012939331206,0.13808340237503453,0,1,1,0,0,0
0.4343434343434343,2,31,0,0,0,0,0,0,0.19058907645490497,0.09068736310249138,0.09644698199635106,0.17047888724983187,0.08181317891334203,0.28622872938451527,0.0015912046449438615,0.0025975814883577885,0.0003024418552743181,0.0008003220611916264,0.08031106911839522,0.001982348023137482,0,1,0,1,0,0
0.09090909090909091,1,34,0,0,0,0,0,2,0.2050923332722763,0.12615639247305704,0.11400810276755796,0.189688824080197,0.13489967823659776,0.2827628764888374,0.003907037016685899,0.002974601887239433,0.011165796169813847,0.0488341384863124,0.0,0.03783106914384508,0,1,0,1,0,0
0.0707070707070707,2,26,0,3,2,0,2,2,0.14695719194294973,0.06653361272762472,0.08643519405628672,0.16059085180098456,0.08096142309656373,0.2610947637955931,0.0,0.0,0.0005368063925717602,0.0,0.0,0.0,1,0,1,0,0,0
0.1919191919191919,1,27,0,0,0,0,0,0,0.1547609882743956,0.0719335907101398,0.08898933924395765,0.16211404445800906,0.08290886014447128,0.26465052906129183,0.002312398117112662,0.0016725456120466034,0.0012253917235837686,0.002061191626409018,0.008857545442396648,0.005860032610381602,0,1,0,1,0,0
0.48484848484848486,2,34,0,0,0,0,0,0,0.16865455967705256,0.08606653835787523,0.09667593267203006,0.17278298696478667,0.24212572074506328,0.3777579851022119,0.0015339670677876076,0.0008294448775396184,0.0035634569885272978,0.2622479871175523,0.012803349830843858,0.00947668282053319,1,0,1,0,0,0
0.1313131313131313,1,36,0,0,0,0,0,0,0.15009056792771555,0.0662204329852293,0.08634460206231301,0.16293639893517814,0.08224153573854369,0.26097872304454045,0.0,0.0,0.003315700191955716,0.0,0.0,0.0,0,1,1,0,0,0
0.1414141414141414,2,45,0,0,0,0,0,0,0.26620865045381303,0.20376043457959891,0.16814642740863522,0.226362254212094,0.14485104188873632,0.3118568287676549,0.013737018517500962,0.004160286511753834,0.0033480648185348866,0.004830917874396135,0.005861266174164007,0.00945776728596127,0,1,1,0,0,0
0.1717171717171717,2,30,0,0,0,0,0,0,0.29477183695826265,0.22863070224388538,0.18134924970612504,0.3207182460959357,0.25355055255055753,0.38691214024485365,0.008908456508599375,0.0037713914546396964,0.006565555109146913,0.010349436392914654,0.01523929205282642,0.009512622336219844,0,1,0,1,0,0
0.1313131313131313,1,35,0,0,0,0,0,0,0.15352834417759278,0.07501603859892873,0.08850947619709083,0.16742590802817672,0.08308337588807195,0.2728955702403888,0.010609557301683243,0.0023470261996521914,0.008634659167001473,0.003954911433172303,0.036356261825104506,0.0,0,1,0,1,0,1
0.2626262626262626,1,34,0,0,0,0,0,0,0.151633806481071,0.07761448143128835,0.09498433307546642,0.16637465075839358,0.08308436745479696,0.2724467768720793,0.013743887026759712,0.00340565198107892,0.007389179054506495,0.003956521739130435,0.03498707004681979,0.003238339518713138,1,0,0,1,0,0
0.1919191919191919,2,37,0,0,0,0,0,0,0.14686427907133143,0.096245829015249,0.086767364700857,0.16212346432601787,0.08064808801146252,0.26097872304454045,0.036217649321391286,0.00045717434195097076,0.00236373376188563,0.0,0.0,0.0,0,1,1,0,0,1
0.1717171717171717,2,49,0,0,0,0,0,0,0.1466129718757162,0.06922506045318057,0.08640280055541127,0.1601933333710128,0.08060148437538733,0.261245386227423,0.003624283385534004,6.293568863221156e-05,6.584527476451944e-05,7.568438003220612e-05,0.0013363686877093937,0.00020050466646237889,0,1,1,0,0,0
0.0101010101010101,2,25,4,5,4,3,2,0,0.16422925233454652,0.08466197466470786,0.09668856064694761,0.17732713129223635,0.09831384078413097,0.2748275334731458,0.0,0.0,0.0,0.0,0.0014911061147073236,0.0022698641486307044,1,0,0,1,0,1
0.23232323232323232,1,33,0,0,0,0,0,0,0.14845972580969144,0.0662204329852293,0.08634460206231301,0.16013775614976083,0.08312700482397212,0.26097872304454045,0.0,0.0,0.0,0.004025764895330112,0.0,0.0016645670423291832,0,1,1,0,0,0
0.3434343434343434,1,35,0,0,0,0,0,0,0.15044717637783153,0.09822170848090742,0.09418657448611004,0.17561083134103125,0.09138973034342915,0.26271626038314966,0.038796774548052096,0.009658253273397975,0.0044942190080799966,0.00037681159420289854,0.0036691526250266686,0.04983486738318711,1,0,0,1,0,0
0.06060606060606061,2,25,1,2,0,0,0,0,0.15130816898816113,0.07113355882274786,0.08979862772345612,0.16869570623576424,0.08983991155224813,0.26622053736858003,0.0,0.0007160418914193127,0.0033480648185348866,0.00029790660225442837,0.0004689012939331206,0.0,0,1,0,1,0,1
0.1717171717171717,1,27,0,0,0,0,0,0,0.2566881782086575,0.1865782550763589,0.1574126487287198,0.28124994112582496,0.20819430741543177,0.3607376503054331,0.005723757715625401,0.003562397469747824,0.005580108030891478,0.008051529790660225,0.011722532348328015,0.00945776728596127,0,1,0,1,0,0
0.1717171717171717,1,28,0,0,0,0,0,0,0.14735981438662904,0.07036674296864026,0.09165548907872334,0.1628327803870812,0.09288203826455993,0.26799035094258133,0.005001419491913475,0.005743178454145117,0.0036382304361412435,0.02247826086956522,0.007033519408996809,0.0347970173985087,0,1,0,1,0,0
0.06060606060606061,2,22,0,0,0,0,0,0,0.20492774475683817,0.12065107221355441,0.1183010651971364,0.21493407034380635,0.12738558559451862,0.2952414838768677,0.00235475392420829,0.0012872129524022138,0.002232043212356591,0.0032318840579710147,0.004689012939331206,0.0037831069143845074,0,1,0,1,0,0
0.1919191919191919,1,45,1,0,0,0,0,0,0.1465191741196063,0.06667501812646387,0.08634460206231301,0.16013775614976083,0.08064808801146252,0.26097872304454045,0.0005483359891569134,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1
0.1212121212121212,3,38,2,2,0,0,0,0,0.2480384323032393,0.16833790765563134,0.14504107660623722,0.24882769742630367,0.1762004154664578,0.33583884014579635,2.2895030862501604e-05,0.002697922350422352,0.003571269139770546,0.005636070853462158,0.008405055693751187,0.004764823158667287,1,0,0,1,0,1
0.09090909090909091,1,28,0,0,0,0,0,0,0.24049656178130788,0.16902595405937887,0.14462105917963183,0.2566433619132129,0.18001497265754757,0.33988182286955715,0.009158012345000641,0.0031467844316105777,0.004023257890272755,0.005636070853462158,0.009612476525628973,0.005674660371576761,0,1,1,0,0,0
0.1717171717171717,1,28,0,0,0,0,0,0,0.16430358263184114,0.08715887133816957,0.09277114321056927,0.17417335948288692,0.0877675370969901,0.26097103822658996,0.0034342546293752406,0.0023749316464985494,0.004464086424713182,0.004830917874396135,0.0,0.0010403544014557396,0,1,0,1,0,0
0.0,2,24,0,0,0,0,0,0,0.1528894575746555,0.07407365228317522,0.09141336138573905,0.16886620584672368,0.09006896346572403,0.2684552824285869,0.0015454145832188584,0.0007540407977632894,0.0003348064818534887,0.0005636070853462158,0.000820577264382961,0.0005674660371576761,0,1,0,1,0,1
0.20202020202020202,1,39,0,0,2,2,0,2,0.1495198174306317,0.06695593086509734,0.08659167113678677,0.16025550449987094,0.0814413413914656,0.2612284796279319,0.0011447515431250801,0.0,0.0,0.001610305958132045,0.0,0.0012295097471749649,1,0,1,0,0,0
0.11111111111111112,1,27,0,2,0,0,0,0,0.15231782219308002,0.06883216223090267,0.09229292729086563,0.1620368015403368,0.0842068209875013,0.2621844709809747,0.0,0.006432502364541321,0.00031248604972992277,0.00577938808373591,0.003678530650905331,0.004779955586324825,0,1,0,1,0,0
0.3737373737373737,1,36,0,0,0,0,0,2,0.14983218165616752,0.08551799929392202,0.09101091331554069,0.210284423494658,0.1812316250291273,0.2875520550355922,0.023465117130977892,0.005075822661479025,0.05967479130395964,0.16390499194847022,0.00027430725695087556,0.061186079679797827,0,1,1,0,0,1
0.29292929292929293,1,31,0,0,0,0,0,0,0.1478951695040488,0.0677379311915635,0.08683874021126052,0.17051750870866797,0.08407097634617579,0.3054338579246227,0.0018350367236295035,0.0005355470862854229,0.012406812195884112,0.00557487922705314,0.1369613789449252,0.03214505945152516,0,1,0,1,0,0
0.0,2,22,1,2,2,2,0,0,0.15273017836616698,0.07263587255672349,0.09122119655003724,0.1681634836932665,0.08926876911864592,0.2677959250484336,0.0,0.0014249589878991295,0.0,0.00028019323671497583,0.00041497764513081175,0.00034237117575179794,1,0,0,1,0,1
0.1616161616161616,1,33,0,0,0,0,0,0,0.2973388868684026,0.22761239356633906,0.14968872041828243,0.35944049751974877,0.20003966266900017,0.35546509670959153,0.009386962653625658,0.003087411140448114,0.005580108030891478,0.008051529790660225,0.011722532348328015,0.007566213828769015,0,1,1,0,0,1
0.11111111111111112,1,29,0,0,0,2,0,0,0.15216916159849075,0.07501034442179427,0.09281945894068859,0.17078880090732168,0.09463116196746671,0.27317529761378717,0.0034342546293752406,0.001597735265181899,0.0,0.004830917874396135,0.004689012939331206,0.0,0,1,0,1,0,1
0.0101010101010101,3,47,0,0,0,0,2,0,0.16399829748223815,0.08494288740334133,0.09719532677081268,0.17920356899959117,0.09944323528391036,0.2727019128280361,0.0016037969119182373,0.0007754151825817763,0.002232043212356591,0.0,0.0018756051757324824,0.001513242765753803,0,1,1,0,0,0
0.2525252525252525,1,36,0,0,0,0,0,0,0.32681881370615284,0.2661505844123799,0.18674414020785646,0.31691921332798284,0.2630963654121695,0.37357513869175196,0.017171273146876203,0.0059373291162463735,0.016740324092674435,0.0322061191626409,0.011722532348328015,0.03783106914384508,0,1,1,0,0,0
0.2828282828282828,1,36,0,0,0,0,0,0,0.1906616369832164,0.11500055043712298,0.08634460206231301,0.16013775614976083,0.08064808801146252,0.26097872304454045,0.0027474037035001924,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0
0.1414141414141414,2,23,0,0,0,0,0,0,0.1707773975724079,0.07576102677402088,0.1697968488261199,0.304029065944728,0.23319467925295367,0.3772131315095211,0.01155741157939081,0.09279570422363782,0.0052453015490379895,0.008082125603864735,0.012425884289227696,0.009461550392875653,0,1,0,1,0,0
0.2222222222222222,2,31,0,0,0,0,0,0,0.15100553849203294,0.07031739343347491,0.08712479129526236,0.1699834021925685,0.08657567389353549,0.3088489910218272,0.004941892411670971,0.0008436944674186097,0.011664657827775546,0.0011272141706924316,0.1341737607524928,0.004728883642980635,0,1,0,1,0,0
0.020202020202020204,2,24,0,0,0,0,0,0,0.17423287151211717,0.09581212252350746,0.10366139897098475,0.18935441876588427,0.11092161169255482,0.2844389352838426,0.0017903914134476254,0.0010687192409243472,0.001227623766796125,0.0024154589371980675,0.0035167597044984044,0.005674660371576761,0,1,0,1,0,0
0.0404040404040404,2,35,0,0,0,0,0,0,0.18957588371201967,0.11434477103713742,0.10617271885241356,0.18246849525144454,0.10064402258789,0.27629456521989726,0.0034342546293752406,0.0011874658232492747,0.0033536449265657783,0.0011272141706924316,0.002344506469665603,0.0018915534571922537,0,1,1,0,0,0
0.2525252525252525,2,40,0,0,0,0,0,0,0.3617195429394624,0.3117533510232436,0.18413014939992411,0.23287326697978308,0.15931006787274232,0.32359692515064165,0.022904188874846604,0.00445299683718478,0.0033480648185348866,0.005636070853462158,0.0084519458231445,0.0070933254644709514,0,1,1,0,0,0
0.35353535353535354,1,52,0,0,0,0,0,0,0.14651651946613148,0.06621758589666206,0.08634295493514985,0.16107974295064179,0.08064808801146252,0.26097872304454045,0.0,0.0,0.0011193696709968304,0.0,0.0,0.0,0,1,1,0,0,1
0.10101010101010101,2,30,2,2,2,2,2,0,0.25642713728363464,0.18454448480983343,0.15563375139250873,0.28310471313675956,0.20669010069360094,0.3466098809852244,0.0045790061725003205,0.0029686645581231868,0.008928172849426364,0.0,0.011722532348328015,0.00945776728596127,0,1,0,1,0,1
0.08080808080808081,2,30,0,0,0,0,0,0,0.18804414865705504,0.10418161388164462,0.08634460206231301,0.16013775614976083,0.08064808801146252,0.26097872304454045,0.0045790061725003205,0.0,0.0,0.0,0.0,0.16078204386134157,1,0,0,1,0,0
